product_id,product_name,category,sub_category,total_sales,total_profit,avg_discount_pct,line_items
FUR-FU-10001546,Dana Swing-Arm Lamps,Furniture,Furnishings,108.94,-11.21,34.29,7
TEC-PH-10004080,Avaya 5410 Digital phone,Technology,Phones,625.51,-10.88,30.0,4
OFF-AP-10004868,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Office Supplies,Appliances,91.69,-10.41,25.0,4
OFF-FA-10001883,"Alliance Super-Size Bands, Assorted Sizes",Office Supplies,Fasteners,197.61,-10.35,5.0,4
OFF-BI-10001757,Pressboard Hanging Data Binders for Unburst Sheets,Office Supplies,Binders,112.67,-10.14,44.0,10
TEC-PH-10000307,Shocksock Galaxy S4 Armband,Technology,Phones,63.51,-10.07,13.33,3
FUR-BO-10004409,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Furniture,Bookcases,858.86,-9.94,24.5,6
OFF-AP-10001564,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,Office Supplies,Appliances,1023.35,-9.3,26.67,3
OFF-BI-10004330,"GBC Velobind Prepunched Cover Sets, Regency Series",Office Supplies,Binders,661.94,-9.24,41.43,7
FUR-BO-10003966,"Sauder Facets Collection Library, Sky Alder Finish",Furniture,Bookcases,1427.68,-8.55,15.0,4
OFF-BI-10001116,"Wilson Jones 1"" Hanging DublLock Ring Binders",Office Supplies,Binders,117.74,-8.55,50.0,10
OFF-SU-10000432,Acco Side-Punched Conventional Columnar Pads,Office Supplies,Supplies,41.64,-7.81,20.0,4
OFF-ST-10002486,Eldon Shelf Savers Cubes and Bins,Office Supplies,Storage,300.14,-7.68,5.0,8
FUR-FU-10001756,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Furniture,Furnishings,262.75,-7.62,30.0,6
OFF-ST-10004180,Safco Commercial Shelving,Office Supplies,Storage,483.7,-7.44,8.0,5
OFF-AP-10002403,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,Office Supplies,Appliances,448.9,-7.04,30.0,4
OFF-BI-10002609,Avery Hidden Tab Dividers for Binding Systems,Office Supplies,Binders,31.59,-7.03,61.43,7
OFF-ST-10000321,Akro Stacking Bins,Office Supplies,Storage,91.52,-6.94,10.0,6
TEC-PH-10001527,Plantronics MX500i Earset,Technology,Phones,618.48,-6.44,5.71,7
OFF-ST-10002957,Sterilite Show Offs Storage Containers,Office Supplies,Storage,78.14,-6.34,8.0,5
OFF-SU-10001225,Staple remover,Office Supplies,Supplies,80.22,-6.33,10.0,8
OFF-ST-10001963,Tennsco Regal Shelving Units,Office Supplies,Storage,1764.53,-6.08,5.0,4
FUR-FU-10001967,Telescoping Adjustable Floor Lamp,Furniture,Furnishings,143.93,-6.0,30.0,6
OFF-BI-10000494,Acco Economy Flexible Poly Round Ring Binder,Office Supplies,Binders,11.48,-5.74,60.0,4
OFF-FA-10000053,Revere Boxed Rubber Bands by Revere,Office Supplies,Fasteners,48.01,-5.71,10.0,6
OFF-BI-10002049,UniKeep View Case Binders,Office Supplies,Binders,28.85,-5.48,50.0,5
OFF-BI-10000201,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",Office Supplies,Binders,25.83,-4.92,61.67,6
OFF-BI-10004022,Acco Suede Grain Vinyl Round Ring Binder,Office Supplies,Binders,38.64,-4.89,53.75,8
OFF-ST-10000419,"Rogers Jumbo File, Granite",Office Supplies,Storage,317.77,-4.89,2.86,7
FUR-FU-10002505,Eldon 100 Class Desk Accessories,Furniture,Furnishings,36.4,-4.85,30.0,4
OFF-BI-10004141,Insertable Tab Indexes For Data Binders,Office Supplies,Binders,17.49,-4.83,60.0,5
OFF-AP-10002203,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,Office Supplies,Appliances,1.62,-4.47,80.0,1
OFF-BI-10002071,Fellowes Black Plastic Comb Bindings,Office Supplies,Binders,102.26,-4.42,41.11,9
OFF-SU-10002301,Serrated Blade or Curved Handle Hand Letter Openers,Office Supplies,Supplies,23.86,-4.11,10.0,2
OFF-BI-10000216,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Office Supplies,Binders,54.47,-3.89,53.33,3
OFF-SU-10001935,Staple remover,Office Supplies,Supplies,29.65,-3.84,13.33,6
OFF-FA-10000254,Sterling Rubber Bands by Alliance,Office Supplies,Fasteners,19.78,-3.77,10.0,2
OFF-AP-10000124,Acco 6 Outlet Guardian Basic Surge Suppressor,Office Supplies,Appliances,38.27,-3.66,40.0,2
OFF-SU-10002189,Acme Rosewood Handle Letter Opener,Office Supplies,Supplies,43.67,-3.49,6.67,3
OFF-FA-10004395,Plymouth Boxed Rubber Bands by Plymouth,Office Supplies,Fasteners,77.24,-3.3,8.0,5
OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,Office Supplies,Storage,3028.65,-3.24,6.67,12
OFF-BI-10004209,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Office Supplies,Binders,182.51,-3.22,43.0,10
OFF-BI-10004094,GBC Standard Plastic Binding Systems Combs,Office Supplies,Binders,55.76,-2.92,50.0,5
FUR-FU-10004415,"Stacking Tray, Side-Loading, Legal, Smoke",Furniture,Furnishings,46.59,-2.87,25.0,4
OFF-FA-10004838,"Super Bands, 12/Pack",Office Supplies,Fasteners,33.48,-2.6,10.0,4
OFF-AP-10001634,Hoover Commercial Lightweight Upright Vacuum,Office Supplies,Appliances,18.1,-2.51,50.0,2
OFF-BI-10000309,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Office Supplies,Binders,269.39,-2.28,38.89,9
OFF-BI-10002982,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Office Supplies,Binders,143.01,-2.18,53.64,11
TEC-PH-10004875,PNY Rapid USB Car Charger - Black,Technology,Phones,9.59,-2.08,40.0,1
OFF-BI-10003784,Computer Printout Index Tabs,Office Supplies,Binders,11.09,-2.02,50.0,4
TEC-AC-10000199,Kingston Digital DataTraveler 8GB USB 2.0,Technology,Accessories,44.03,-2.02,13.33,3
OFF-BI-10000831,Storex Flexible Poly Binders with Double Pockets,Office Supplies,Binders,10.82,-2.01,46.67,3
OFF-BI-10000848,Angle-D Ring Binders,Office Supplies,Binders,39.38,-1.97,53.33,6
TEC-MA-10003493,Penpower WorldCard Pro Card Scanner,Technology,Machines,91.47,-1.83,50.0,1
FUR-FU-10002030,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",Furniture,Furnishings,97.81,-1.78,40.0,2
OFF-SU-10003936,Acme Serrated Blade Letter Opener,Office Supplies,Supplies,13.99,-1.75,10.0,2
TEC-AC-10004127,SanDisk Cruzer 8 GB USB Flash Drive,Technology,Accessories,27.17,-1.36,20.0,1
FUR-FU-10001379,"Executive Impressions 16-1/2"" Circular Wall Clock",Furniture,Furnishings,58.78,-1.07,30.0,2
OFF-BI-10004967,Round Ring Binders,Office Supplies,Binders,29.95,-0.92,46.67,6
OFF-BI-10002571,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",Office Supplies,Binders,99.8,-0.7,45.0,6
OFF-ST-10004963,Eldon Gobal File Keepers,Office Supplies,Storage,348.22,-0.61,6.67,6
OFF-FA-10001135,"Brites Rubber Bands, 1 1/2 oz. Box",Office Supplies,Fasteners,13.07,-0.51,6.67,3
OFF-FA-10004968,Rubber Band Ball,Office Supplies,Fasteners,58.34,-0.3,5.0,4
OFF-BI-10001132,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Office Supplies,Binders,62.95,-0.16,55.0,4
