product_id,product_name,total_sales,cumulative_sales,cumulative_sales_pct,product_rank,cumulative_product_pct
OFF-LA-10003510,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",1233.41,1882765.7499999986,81.96,448,24.06
TEC-AC-10002473,Maxell 4.7GB DVD-R,1231.69,1883997.4399999985,82.01,449,24.11
FUR-TA-10004147,Hon 4060 Series Tables,1231.56,1885228.9999999986,82.07,450,24.17
TEC-PH-10003437,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,1229.84,1886458.8399999987,82.12,451,24.22
TEC-AC-10001314,Case Logic 2.4GHz Wireless Keyboard,1229.75,1887688.5899999987,82.17,452,24.27
OFF-PA-10003228,Xerox 1917,1222.75,1888911.3399999987,82.23,453,24.33
TEC-PH-10000673,Plantronics Voyager Pro HD - Bluetooth Headset,1221.81,1890133.1499999987,82.28,454,24.38
OFF-BI-10000632,Satellite Sectional Post Binders,1219.82,1891352.9699999988,82.33,455,24.44
OFF-BI-10001597,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",1217.11,1892570.079999999,82.39,456,24.49
TEC-MA-10002210,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,1212.7,1893782.7799999989,82.44,457,24.54
OFF-AP-10001242,APC 7 Outlet Network SurgeArrest Surge Protector,1207.2,1894989.9799999988,82.49,458,24.6
FUR-FU-10002918,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,1200.94,1896190.9199999988,82.54,459,24.65
OFF-ST-10002974,"Trav-L-File Heavy-Duty Shuttle II, Black",1193.82,1897384.7399999988,82.6,460,24.7
OFF-ST-10001469,Fellowes Bankers Box Recycled Super Stor/Drawer,1187.56,1898572.2999999989,82.65,461,24.76
FUR-FU-10000965,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",1184.23,1899756.5299999989,82.7,462,24.81
TEC-AC-10001465,SanDisk Cruzer 64 GB USB Flash Drive,1184.03,1900940.559999999,82.75,463,24.87
OFF-BI-10003718,GBC Therma-A-Bind 250T Electric Binding System,1180.7,1902121.2599999988,82.8,464,24.92
OFF-AR-10002135,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,1166.44,1903287.6999999988,82.85,465,24.97
TEC-PH-10000455,GE 30522EE2,1159.9,1904447.5999999987,82.9,466,25.03
TEC-AC-10001552,Logitech K350 2.4Ghz Wireless Keyboard,1154.66,1905602.2599999986,82.95,467,25.08
TEC-PH-10002789,LG Exalt,1154.33,1906756.5899999987,83.0,468,25.13
TEC-AC-10003610,Logitech Illuminated - Keyboard,1139.81,1907896.3999999987,83.05,469,25.19
TEC-PH-10001700,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,1135.03,1909031.4299999988,83.1,470,25.24
OFF-ST-10000675,"File Shuttle II and Handi-File, Black",1125.15,1910156.5799999987,83.15,471,25.3
TEC-PH-10001051,HTC One,1119.89,1911276.4699999986,83.2,472,25.35
TEC-PH-10002170,ClearSounds CSC500 Amplified Spirit Phone Corded phone,1119.84,1912396.3099999987,83.25,473,25.4
FUR-BO-10001519,O'Sullivan 3-Shelf Heavy-Duty Bookcases,1119.19,1913515.4999999986,83.3,474,25.46
FUR-FU-10004091,"Eldon 200 Class Desk Accessories, Black",1117.43,1914632.9299999985,83.35,475,25.51
OFF-ST-10000532,Advantus Rolling Drawer Organizers,1115.92,1915748.8499999985,83.39,476,25.56
FUR-FU-10000723,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",1115.64,1916864.4899999984,83.44,477,25.62
FUR-FU-10001979,Dana Halogen Swing-Arm Architect Lamp,1114.38,1917978.8699999982,83.49,478,25.67
OFF-AR-10002671,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.02,1919091.8899999983,83.54,479,25.73
TEC-PH-10002726,netTALK DUO VoIP Telephone Service,1112.79,1920204.6799999983,83.59,480,25.78
TEC-AC-10004353,Hypercom P1300 Pinpad,1108.8,1921313.4799999984,83.64,481,25.83
OFF-PA-10000474,Easy-staple paper,1105.73,1922419.2099999983,83.69,482,25.89
OFF-PA-10001125,Xerox 1988,1102.89,1923522.0999999982,83.73,483,25.94
OFF-BI-10000977,Ibico Plastic Spiral Binding Combs,1100.48,1924622.5799999982,83.78,484,25.99
OFF-BI-10004593,Ibico Laser Imprintable Binding System Covers,1100.4,1925722.9799999981,83.83,485,26.05
OFF-PA-10003302,Xerox 1906,1098.64,1926821.619999998,83.88,486,26.1
OFF-PA-10004071,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",1098.5,1927920.119999998,83.92,487,26.15
OFF-PA-10000806,Xerox 1934,1097.21,1929017.329999998,83.97,488,26.21
OFF-BI-10004224,Catalog Binders with Expanding Posts,1089.94,1930107.269999998,84.02,489,26.26
FUR-TA-10004152,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",1088.64,1931195.9099999978,84.07,490,26.32
FUR-CH-10001190,Global Deluxe High-Back Office Chair in Storm,1087.92,1932283.8299999977,84.11,491,26.37
TEC-AC-10004568,Maxell LTO Ultrium - 800 GB,1086.01,1933369.8399999978,84.16,492,26.42
TEC-PH-10004922,RCA Visys Integrated PBX 8-Line Router,1085.24,1934455.0799999977,84.21,493,26.48
OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,1073.9,1935528.9799999977,84.26,494,26.53
OFF-AP-10001293,Belkin 8 Outlet Surge Protector,1073.68,1936602.6599999976,84.3,495,26.58
OFF-ST-10001418,Carina Media Storage Towers in Natural & Black,1073.25,1937675.9099999976,84.35,496,26.64
OFF-AR-10001953,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,1073.11,1938749.0199999977,84.4,497,26.69
OFF-ST-10000877,Recycled Steel Personal File for Standard File Folders,1072.63,1939821.6499999976,84.44,498,26.75
FUR-BO-10004690,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,1072.34,1940893.9899999977,84.49,499,26.8
TEC-PH-10002398,AT&T 1070 Corded Phone,1070.3,1941964.2899999977,84.54,500,26.85
FUR-BO-10000330,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",1064.62,1943028.9099999978,84.58,501,26.91
OFF-ST-10003692,Recycled Steel Personal File for Hanging File Folders,1053.03,1944081.9399999978,84.63,502,26.96
OFF-ST-10003282,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",1051.78,1945133.7199999979,84.67,503,27.01
FUR-FU-10002253,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",1047.74,1946181.4599999979,84.72,504,27.07
OFF-AP-10004540,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",1042.08,1947223.539999998,84.77,505,27.12
TEC-PH-10004531,AT&T CL2909,1041.81,1948265.349999998,84.81,506,27.18
OFF-BI-10002082,GBC Twin Loop Wire Binding Elements,1041.66,1949307.009999998,84.86,507,27.23
FUR-TA-10003469,Balt Split Level Computer Training Table,1040.63,1950347.6399999978,84.9,508,27.28
TEC-AC-10000580,Logitech G13 Programmable Gameboard with LCD Display,1039.87,1951387.509999998,84.95,509,27.34
TEC-MA-10004552,Star Micronics TSP100 TSP143LAN Receipt Printer,1035.8,1952423.309999998,84.99,510,27.39
TEC-MA-10003176,Okidata B400 Printer,1029.6,1953452.909999998,85.04,511,27.44
OFF-AP-10001564,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,1023.35,1954476.2599999981,85.08,512,27.5
OFF-PA-10000482,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",1016.79,1955493.0499999982,85.13,513,27.55
FUR-BO-10001918,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",1014.17,1956507.219999998,85.17,514,27.6
TEC-MA-10002937,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",1007.98,1957515.199999998,85.21,515,27.66
TEC-AC-10002942,WD My Passport Ultra 1TB Portable External Hard Drive,1007.4,1958522.599999998,85.26,516,27.71
FUR-TA-10000849,Bevis Rectangular Conference Tables,1007.26,1959529.859999998,85.3,517,27.77
OFF-PA-10002377,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",1004.65,1960534.509999998,85.34,518,27.82
FUR-FU-10004904,"Eldon ""L"" Workstation Diamond Chairmat",1002.94,1961537.4499999979,85.39,519,27.87
FUR-FU-10000747,Tenex B1-RE Series Chair Mats for Low Pile Carpets,1002.36,1962539.809999998,85.43,520,27.93
TEC-PH-10001918,Nortel Business Series Terminal T7208 Digital phone,1000.73,1963540.539999998,85.48,521,27.98
OFF-ST-10000604,Home/Office Personal File Carts,980.23,1964520.769999998,85.52,522,28.03
OFF-PA-10003641,Xerox 1909,970.78,1965491.549999998,85.56,523,28.09
FUR-CH-10003761,Global Italian Leather Office Chair,969.25,1966460.799999998,85.6,524,28.14
FUR-CH-10001802,Hon Every-Day Chair Series Swivel Task Chairs,967.84,1967428.639999998,85.64,525,28.2
OFF-PA-10001815,Xerox 1885,960.8,1968389.439999998,85.69,526,28.25
OFF-PA-10001497,Xerox 1914,956.3,1969345.7399999981,85.73,527,28.3
OFF-ST-10001713,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",953.82,1970299.5599999982,85.77,528,28.36
OFF-AP-10001563,Belkin Premiere Surge Master II 8-outlet surge protector,952.17,1971251.7299999981,85.81,529,28.41
FUR-FU-10003553,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",949.03,1972200.7599999981,85.85,530,28.46
OFF-AP-10001271,Eureka The Boss Cordless Rechargeable Stick Vac,948.23,1973148.9899999981,85.89,531,28.52
OFF-EN-10001453,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",939.09,1974088.0799999982,85.93,532,28.57
OFF-AP-10003287,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,937.85,1975025.9299999983,85.98,533,28.63
OFF-ST-10001476,Steel Personal Filing/Posting Tote,937.46,1975963.3899999983,86.02,534,28.68
FUR-BO-10001601,"Sauder Mission Library with Doors, Fruitwood Finish",935.2,1976898.5899999982,86.06,535,28.73
OFF-AP-10002578,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",929.48,1977828.0699999982,86.1,536,28.79
TEC-AC-10001767,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,927.77,1978755.8399999982,86.14,537,28.84
FUR-CH-10003956,Novimex High-Tech Fabric Mesh Task Chair,922.74,1979678.5799999982,86.18,538,28.89
FUR-TA-10004442,Riverside Furniture Stanwyck Manor Table Series,917.92,1980596.4999999981,86.22,539,28.95
TEC-MA-10002859,Ativa MDM8000 8-Sheet Micro-Cut Shredder,917.9,1981514.399999998,86.26,540,29.0
TEC-PH-10003885,Cisco SPA508G,910.66,1982425.059999998,86.3,541,29.05
TEC-PH-10000215,Plantronics Cordless Phone Headset with In-line Volume - M214C,908.7,1983333.759999998,86.34,542,29.11
TEC-PH-10002262,LG Electronics Tone+ HBS-730 Bluetooth Headset,904.55,1984238.309999998,86.38,543,29.16
FUR-CH-10002304,"Global Stack Chair without Arms, Black",901.51,1985139.819999998,86.42,544,29.22
OFF-BI-10001670,Vinyl Sectional Post Binders,901.03,1986040.849999998,86.45,545,29.27
TEC-AC-10000158,Sony 64GB Class 10 Micro SDHC R40 Memory Card,899.75,1986940.599999998,86.49,546,29.32
OFF-ST-10003442,Eldon Portable Mobile Manager,899.3,1987839.899999998,86.53,547,29.38
TEC-AC-10000358,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,888.97,1988728.869999998,86.57,548,29.43
TEC-AC-10002323,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,884.0,1989612.869999998,86.61,549,29.48
TEC-PH-10001433,Cisco Small Business SPA 502G VoIP phone,882.1,1990494.969999998,86.65,550,29.54
FUR-CH-10001797,"Safco Chair Connectors, 6/Carton",881.19,1991376.159999998,86.69,551,29.59
OFF-PA-10002254,Xerox 1883,881.09,1992257.2499999981,86.73,552,29.65
OFF-PA-10003039,Xerox 1960,879.83,1993137.0799999982,86.76,553,29.7
OFF-AR-10003373,"Boston School Pro Electric Pencil Sharpener, 1670",873.64,1994010.719999998,86.8,554,29.75
OFF-ST-10003479,"Eldon Base for stackable storage shelf, platinum",872.26,1994882.9799999981,86.84,555,29.81
OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,867.77,1995750.7499999981,86.88,556,29.86
FUR-FU-10001290,Executive Impressions Supervisor Wall Clock,867.26,1996618.0099999981,86.92,557,29.91
OFF-PA-10001144,Xerox 1913,865.49,1997483.4999999981,86.95,558,29.97
OFF-ST-10003123,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,858.88,1998342.379999998,86.99,559,30.02
FUR-BO-10004409,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",858.86,1999201.2399999981,87.03,560,30.08
OFF-PA-10000062,Green Bar Computer Printout Paper,857.38,2000058.619999998,87.07,561,30.13
FUR-BO-10000711,"Hon Metal Bookcases, Gray",851.76,2000910.379999998,87.1,562,30.18
OFF-ST-10003994,"Belkin 19"" Center-Weighted Shelf, Gray",849.31,2001759.689999998,87.14,563,30.24
TEC-PH-10004093,Panasonic Kx-TS550,846.22,2002605.909999998,87.18,564,30.29
TEC-PH-10002115,Plantronics 81402,844.67,2003450.579999998,87.21,565,30.34
OFF-BI-10001543,GBC VeloBinder Manual Binding System,842.17,2004292.749999998,87.25,566,30.4
FUR-FU-10001473,DAX Wood Document Frame,839.68,2005132.4299999978,87.29,567,30.45
OFF-BI-10002133,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",834.6,2005967.029999998,87.32,568,30.5
TEC-PH-10003555,Motorola HK250 Universal Bluetooth Headset,832.24,2006799.269999998,87.36,569,30.56
FUR-TA-10001857,Balt Solid Wood Rectangular Table,828.1,2007627.369999998,87.39,570,30.61
OFF-ST-10002790,Safco Industrial Shelving,827.12,2008454.4899999981,87.43,571,30.67
FUR-BO-10000112,"Bush Birmingham Collection Bookcase, Dark Cherry",825.17,2009279.659999998,87.47,572,30.72
OFF-AP-10002439,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,823.25,2010102.909999998,87.5,573,30.77
FUR-FU-10001185,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",822.74,2010925.649999998,87.54,574,30.83
FUR-CH-10004540,Global Chrome Stack Chair,815.86,2011741.5099999981,87.57,575,30.88
OFF-AP-10001391,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,812.16,2012553.669999998,87.61,576,30.93
TEC-PH-10002538,Grandstream GXP1160 VoIP phone,803.69,2013357.359999998,87.64,577,30.99
FUR-CH-10004754,"Global Stack Chair with Arms, Black",803.46,2014160.819999998,87.68,578,31.04
FUR-BO-10003894,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",802.07,2014962.889999998,87.71,579,31.1
TEC-AC-10001714,Logitech MX Performance Wireless Mouse,789.82,2015752.709999998,87.75,580,31.15
FUR-FU-10003930,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,786.9,2016539.609999998,87.78,581,31.2
OFF-EN-10003055,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",783.61,2017323.219999998,87.82,582,31.26
OFF-BI-10001524,GBC Premium Transparent Covers with Diagonal Lined Pattern,780.46,2018103.679999998,87.85,583,31.31
TEC-PH-10003931,JBL Micro Wireless Portable Bluetooth Speaker,779.87,2018883.5499999982,87.88,584,31.36
TEC-AC-10004510,Logitech Desktop MK120 Mouse and keyboard Combo,778.74,2019662.2899999982,87.92,585,31.42
FUR-FU-10003268,Eldon Radial Chair Mat for Low to Medium Pile Carpets,775.61,2020437.8999999983,87.95,586,31.47
TEC-AC-10001109,Logitech Trackman Marble Mouse,773.74,2021211.6399999983,87.99,587,31.53
OFF-AP-10000240,Belkin F9G930V10-GRY 9 Outlet Surge,770.11,2021981.7499999984,88.02,588,31.58
OFF-PA-10000157,Xerox 191,767.23,2022748.9799999984,88.05,589,31.63
FUR-CH-10002774,"Global Deluxe Stacking Chair, Gray",764.7,2023513.6799999983,88.09,590,31.69
FUR-FU-10002116,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",763.67,2024277.3499999982,88.12,591,31.74
TEC-AC-10003023,Logitech G105 Gaming Keyboard,759.94,2025037.2899999982,88.15,592,31.79
OFF-AP-10001469,Fellowes 8 Outlet Superior Workstation Surge Protector,759.12,2025796.4099999983,88.19,593,31.85
OFF-PA-10002581,Xerox 1951,755.91,2026552.3199999982,88.22,594,31.9
FUR-BO-10002268,Sauder Barrister Bookcases,754.73,2027307.0499999982,88.25,595,31.95
OFF-BI-10001989,Premium Transparent Presentation Covers by GBC,753.18,2028060.2299999981,88.28,596,32.01
TEC-PH-10002085,Clarity 53712,752.29,2028812.5199999982,88.32,597,32.06
FUR-BO-10002824,Bush Mission Pointe Library,748.86,2029561.3799999983,88.35,598,32.12
TEC-PH-10001819,Innergie mMini Combo Duo USB Travel Charging Kit,746.83,2030308.2099999983,88.38,599,32.17
TEC-PH-10003171,Plantronics Encore H101 Dual Earpieces Headset,746.17,2031054.3799999983,88.41,600,32.22
OFF-PA-10003892,Xerox 1943,743.43,2031797.8099999982,88.45,601,32.28
TEC-PH-10002923,"Logitech B530 USB Headset - headset - Full size, Binaural",739.8,2032537.6099999982,88.48,602,32.33
OFF-AP-10002191,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,737.75,2033275.3599999982,88.51,603,32.38
FUR-BO-10003660,"Bush Cubix Collection Bookcases, Fully Assembled",729.23,2034004.5899999982,88.54,604,32.44
TEC-PH-10003174,RCA ViSYS 25825 Wireless digital phone,727.94,2034732.5299999982,88.57,605,32.49
FUR-BO-10000468,O'Sullivan 2-Shelf Heavy-Duty Bookcases,723.84,2035456.3699999982,88.61,606,32.55
TEC-MA-10001681,Lexmark MarkNet N8150 Wireless Print Server,723.51,2036179.8799999983,88.64,607,32.6
OFF-PA-10001954,Xerox 1964,721.74,2036901.6199999982,88.67,608,32.65
TEC-AC-10001772,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,718.65,2037620.2699999982,88.7,609,32.71
TEC-PH-10001198,Avaya 4621SW VoIP phone,709.92,2038330.189999998,88.73,610,32.76
OFF-ST-10003058,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,709.5,2039039.689999998,88.76,611,32.81
TEC-AC-10000865,WD My Passport Ultra 500GB Portable External Hard Drive,708.0,2039747.689999998,88.79,612,32.87
FUR-CH-10003606,SAFCO Folding Chair Trolley,705.32,2040453.0099999981,88.82,613,32.92
OFF-AR-10004022,Panasonic KP-380BK Classic Electric Pencil Sharpener,705.21,2041158.219999998,88.85,614,32.98
OFF-BI-10003984,Lock-Up Easel 'Spel-Binder',704.69,2041862.909999998,88.88,615,33.03
TEC-MA-10001695,Zebra GK420t Direct Thermal/Thermal Transfer Printer,703.71,2042566.619999998,88.92,616,33.08
FUR-FU-10004845,"Deflect-o EconoMat Nonstudded, No Bevel Mat",702.44,2043269.059999998,88.95,617,33.14
TEC-PH-10001924,iHome FM Clock Radio with Lightning Dock,699.9,2043968.9599999979,88.98,618,33.19
OFF-BI-10003007,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",698.04,2044666.999999998,89.01,619,33.24
FUR-CH-10002044,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",694.19,2045361.1899999978,89.04,620,33.3
OFF-AP-10003842,Euro-Pro Shark Turbo Vacuum,693.95,2046055.1399999978,89.07,621,33.35
TEC-PH-10002564,OtterBox Defender Series Case - Samsung Galaxy S4,689.77,2046744.9099999978,89.1,622,33.4
TEC-PH-10000562,Samsung Convoy 3,688.14,2047433.0499999977,89.13,623,33.46
FUR-CH-10000553,"Metal Folding Chairs, Beige, 4/Carton",685.59,2048118.6399999978,89.16,624,33.51
OFF-PA-10003129,Tops White Computer Printout Paper,684.74,2048803.3799999978,89.19,625,33.57
OFF-ST-10002276,Safco Steel Mobile File Cart,683.55,2049486.9299999978,89.22,626,33.62
FUR-FU-10001215,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",681.45,2050168.3799999978,89.25,627,33.67
FUR-FU-10004973,Flat Face Poster Frame,678.24,2050846.6199999978,89.28,628,33.73
OFF-AP-10002734,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,675.12,2051521.739999998,89.31,629,33.78
FUR-FU-10004006,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",673.87,2052195.609999998,89.33,630,33.83
OFF-AR-10004010,Hunt Boston Vacuum Mount KS Pencil Sharpener,671.81,2052867.419999998,89.36,631,33.89
OFF-BI-10004492,Tuf-Vin Binders,669.5,2053536.919999998,89.39,632,33.94
OFF-BI-10003364,Binding Machine Supplies,667.99,2054204.909999998,89.42,633,34.0
OFF-AP-10003040,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,665.68,2054870.589999998,89.45,634,34.05
OFF-AP-10002867,Fellowes Command Center 5-outlet power strip,664.83,2055535.419999998,89.48,635,34.1
OFF-BI-10004330,"GBC Velobind Prepunched Cover Sets, Regency Series",661.94,2056197.359999998,89.51,636,34.16
OFF-BI-10000666,Surelock Post Binders,653.98,2056851.339999998,89.54,637,34.21
FUR-TA-10001676,Hon 61000 Series Interactive Training Tables,653.12,2057504.459999998,89.57,638,34.26
OFF-ST-10004950,Acco Perma 3000 Stacking Storage Drawers,652.62,2058157.0799999982,89.59,639,34.32
OFF-PA-10001357,Xerox 1886,651.44,2058808.5199999982,89.62,640,34.37
FUR-BO-10003450,"Bush Westfield Collection Bookcases, Dark Cherry Finish",649.38,2059457.899999998,89.65,641,34.43
TEC-MA-10001856,Okidata C610n Printer,649.0,2060106.899999998,89.68,642,34.48
OFF-AP-10001124,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,647.84,2060754.7399999981,89.71,643,34.53
OFF-LA-10002762,Avery 485,639.03,2061393.7699999982,89.74,644,34.59
FUR-TA-10004767,Safco Drafting Table,638.82,2062032.5899999982,89.76,645,34.64
FUR-FU-10001876,"Computer Room Manger, 14""",636.61,2062669.1999999983,89.79,646,34.69
OFF-EN-10001434,"Strathmore #10 Envelopes, Ultimate White",632.52,2063301.7199999983,89.82,647,34.75
TEC-AC-10003590,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",626.54,2063928.2599999984,89.85,648,34.8
TEC-PH-10004080,Avaya 5410 Digital phone,625.51,2064553.7699999984,89.87,649,34.85
OFF-PA-10001736,Xerox 1880,623.74,2065177.5099999984,89.9,650,34.91
TEC-AC-10002550,Maxell 4.7GB DVD-RW 3/Pack,619.42,2065796.9299999983,89.93,651,34.96
OFF-AR-10001044,"BOSTON Ranger #55 Pencil Sharpener, Black",618.56,2066415.4899999984,89.95,652,35.02
TEC-PH-10001527,Plantronics MX500i Earset,618.48,2067033.9699999983,89.98,653,35.07
OFF-PA-10004039,Xerox 1882,615.78,2067649.7499999984,90.01,654,35.12
OFF-PA-10004475,Xerox 1940,615.55,2068265.2999999984,90.03,655,35.18
OFF-ST-10000943,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,614.06,2068879.3599999985,90.06,656,35.23
OFF-ST-10000777,"Companion Letter/Legal File, Black",611.71,2069491.0699999984,90.09,657,35.28
OFF-BI-10002854,"Performers Binder/Pad Holder, Black",611.05,2070102.1199999985,90.11,658,35.34
OFF-EN-10002831,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",610.98,2070713.0999999985,90.14,659,35.39
TEC-PH-10003092,Motorola L804,607.07,2071320.1699999985,90.17,660,35.45
TEC-PH-10002597,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,604.75,2071924.9199999985,90.19,661,35.5
OFF-PA-10004327,Xerox 1911,603.54,2072528.4599999986,90.22,662,35.55
FUR-CH-10002780,Office Star - Task Chair with Contemporary Loop Arms,600.47,2073128.9299999985,90.25,663,35.61
TEC-MA-10004626,Lexmark 20R1285 X6650 Wireless All-in-One Printer,600.0,2073728.9299999985,90.27,664,35.66
TEC-PH-10001448,Anker Astro 15000mAh USB Portable Charger,599.88,2074328.8099999984,90.3,665,35.71
OFF-ST-10000934,"Contico 72""H Heavy-Duty Storage System",598.31,2074927.1199999985,90.32,666,35.77
TEC-MA-10003674,Hewlett-Packard Deskjet 5550 Printer,597.13,2075524.2499999984,90.35,667,35.82
OFF-PA-10002923,Xerox 1942,597.07,2076121.3199999984,90.38,668,35.88
TEC-PH-10003357,Grandstream GXP2100 Mainstream Business Phone,596.62,2076717.9399999985,90.4,669,35.93
OFF-PA-10002222,"Xerox Color Copier Paper, 11"" x 17"", Ream",593.84,2077311.7799999986,90.43,670,35.98
TEC-AC-10001114,Microsoft Wireless Mobile Mouse 4000,591.85,2077903.6299999987,90.45,671,36.04
TEC-PH-10000675,Panasonic KX TS3282B Corded phone,590.33,2078493.9599999988,90.48,672,36.09
OFF-PA-10001790,Xerox 1910,586.09,2079080.0499999989,90.5,673,36.14
OFF-BI-10003982,Wilson Jones Century Plastic Molded Ring Binders,583.64,2079663.6899999988,90.53,674,36.2
TEC-AC-10000991,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,582.68,2080246.3699999987,90.56,675,36.25
OFF-ST-10000676,Fellowes Econo/Stor Drawers,581.58,2080827.9499999988,90.58,676,36.31
FUR-FU-10001986,"Dana Fluorescent Magnifying Lamp, White, 36""",581.17,2081409.1199999987,90.61,677,36.36
TEC-MA-10001016,Canon PC170 Desktop Personal Copier,575.82,2081984.9399999988,90.63,678,36.41
OFF-PA-10003790,Xerox 1991,575.57,2082560.5099999988,90.66,679,36.47
FUR-FU-10004748,"Howard Miller 16"" Diameter Gallery Wall Clock",575.46,2083135.9699999988,90.68,680,36.52
OFF-LA-10001474,Avery 477,573.96,2083709.9299999988,90.71,681,36.57
OFF-AR-10002240,Panasonic KP-150 Electric Pencil Sharpener,573.65,2084283.5799999987,90.73,682,36.63
OFF-PA-10002319,Xerox 1944,573.65,2084857.2299999986,90.76,683,36.68
TEC-PH-10000011,PureGear Roll-On Screen Protector,571.71,2085428.9399999985,90.78,684,36.73
TEC-AC-10004595,First Data TMFD35 PIN Pad,571.2,2086000.1399999985,90.81,685,36.79
OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",570.78,2086570.9199999985,90.83,686,36.84
OFF-BI-10003876,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",569.24,2087140.1599999985,90.86,687,36.9
OFF-AR-10003903,Sanford 52201 APSCO Electric Pencil Sharpener,565.39,2087705.5499999984,90.88,688,36.95
TEC-AC-10003280,Belkin F8E887 USB Wired Ergonomic Keyboard,563.81,2088269.3599999985,90.9,689,37.0
FUR-FU-10003975,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,563.03,2088832.3899999985,90.93,690,37.06
OFF-AP-10000159,Belkin F9M820V08 8 Outlet Surge,558.74,2089391.1299999985,90.95,691,37.11
TEC-AC-10000057,Microsoft Natural Ergonomic Keyboard 4000,557.81,2089948.9399999985,90.98,692,37.16
TEC-AC-10002006,Memorex Micro Travel Drive 16 GB,556.45,2090505.3899999985,91.0,693,37.22
OFF-BI-10001765,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,554.24,2091059.6299999985,91.03,694,37.27
OFF-EN-10000927,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,552.71,2091612.3399999985,91.05,695,37.33
